Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,home,game_id
Dean Henderson,1.0,eng ENG,GK,28-199,90,15,42,35.7,440,328,6,6,100.0,3,3,100.0,6,33,18.2,0,0.0,0.0,0,0,0,0,0,True,4876960616092929415
Alexander Isak,9.0,se SWE,FW,26-006,83,7,11,63.6,94,30,4,6,66.7,3,3,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,False,4876960616092929415
Rio Ngumoha,73.0,eng ENG,LW,17-029,7,2,2,100.0,22,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,4876960616092929415
Florian Wirtz,7.0,de GER,"LW,AM",22-147,73,38,45,84.4,601,80,15,18,83.3,19,20,95.0,2,2,100.0,0,0.1,0.0,1,3,0,0,6,False,4876960616092929415
Federico Chiesa,14.0,it ITA,AM,27-337,17,3,7,42.9,28,6,3,4,75.0,0,2,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,False,4876960616092929415
Mohamed Salah,11.0,eg EGY,RW,33-104,90,21,25,84.0,309,59,10,11,90.9,7,7,100.0,2,4,50.0,0,0.1,0.0,2,0,1,0,2,False,4876960616092929415
Dominik Szoboszlai,8.0,hu HUN,"AM,RB,DM",24-337,90,66,80,82.5,1228,292,29,32,90.6,29,31,93.5,8,16,50.0,0,0.8,0.4,4,6,2,2,6,False,4876960616092929415
Alexis Mac Allister,10.0,ar ARG,DM,26-277,64,37,43,86.0,710,127,11,13,84.6,21,23,91.3,4,5,80.0,0,0.1,0.0,1,3,1,0,2,False,4876960616092929415
Curtis Jones,17.0,eng ENG,DM,24-240,26,30,33,90.9,566,200,12,12,100.0,14,15,93.3,4,6,66.7,0,0.3,0.3,1,5,2,1,7,False,4876960616092929415
Ryan Gravenberch,38.0,nl NED,"DM,CB",23-134,90,68,78,87.2,1205,262,24,26,92.3,41,43,95.3,2,5,40.0,0,0.0,0.0,0,9,1,0,7,False,4876960616092929415
Milos Kerkez,6.0,hu HUN,LB,21-324,90,60,72,83.3,885,167,34,35,97.1,23,25,92.0,1,7,14.3,0,0.0,0.0,1,9,0,0,8,False,4876960616092929415
Virgil van Dijk,4.0,nl NED,CB,34-081,90,96,105,91.4,1849,565,27,27,100.0,60,60,100.0,8,15,53.3,0,0.0,0.0,0,13,0,0,9,False,4876960616092929415
Ibrahima Konaté,5.0,fr FRA,CB,26-125,73,94,97,96.9,1759,639,24,24,100.0,62,64,96.9,4,4,100.0,0,0.1,0.1,1,7,1,0,7,False,4876960616092929415
Jeremie Frimpong,30.0,nl NED,RB,24-291,17,13,17,76.5,206,74,6,8,75.0,7,9,77.8,0,0,,0,0.0,0.0,0,2,0,0,3,False,4876960616092929415
Conor Bradley,12.0,nir NIR,RB,22-080,45,47,57,82.5,672,131,28,30,93.3,17,19,89.5,1,4,25.0,0,0.0,0.0,0,8,0,0,2,False,4876960616092929415
Cody Gakpo,18.0,nl NED,"LW,FW",26-143,45,15,17,88.2,199,47,8,8,100.0,6,7,85.7,0,1,0.0,0,0.0,0.0,1,1,0,0,4,False,4876960616092929415
Alisson,1.0,br BRA,GK,32-360,90,46,52,88.5,968,518,13,13,100.0,25,25,100.0,8,14,57.1,0,0.0,0.0,0,0,0,0,0,False,4876960616092929415
João Pedro,20.0,br BRA,FW,24-001,90,24,29,82.8,313,55,17,18,94.4,5,6,83.3,1,2,50.0,0,0.1,0.0,2,2,2,0,5,True,-8654492388478884547
Pedro Neto,7.0,pt POR,LW,25-202,78,18,22,81.8,270,101,9,11,81.8,9,11,81.8,0,0,,0,0.0,0.0,1,0,2,0,2,True,-8654492388478884547
Roméo Lavia,45.0,be BEL,CM,21-264,12,12,13,92.3,261,79,4,4,100.0,5,5,100.0,3,4,75.0,0,0.0,0.0,0,1,0,0,1,True,-8654492388478884547
Estêvão Willian,41.0,br BRA,RW,18-156,62,16,18,88.9,282,19,8,8,100.0,6,6,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,True,-8654492388478884547
Malo Gusto,27.0,fr FRA,"RB,RW",22-131,28,11,14,78.6,142,33,9,11,81.8,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,True,-8654492388478884547
Enzo Fernández,8.0,ar ARG,"LM,CM",24-253,90,44,52,84.6,739,150,23,26,88.5,13,15,86.7,7,10,70.0,0,0.0,0.0,1,10,0,0,6,True,-8654492388478884547
Moisés Caicedo,25.0,ec ECU,"CM,RM",23-329,90,53,57,93.0,817,272,25,26,96.2,28,28,100.0,0,1,0.0,0,0.0,0.0,0,2,0,0,3,True,-8654492388478884547
Andrey Santos,17.0,br BRA,RM,21-147,53,16,20,80.0,235,64,9,11,81.8,7,8,87.5,0,0,,0,0.0,0.0,1,2,1,0,2,True,-8654492388478884547
Joshua Acheampong,34.0,eng ENG,CB,19-145,37,13,14,92.9,256,47,4,4,100.0,9,9,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,-8654492388478884547
Marc Cucurella,3.0,es ESP,LB,27-067,90,37,44,84.1,607,150,21,23,91.3,14,15,93.3,2,4,50.0,0,0.0,0.0,1,1,0,0,2,True,-8654492388478884547
Jorrel Hato,21.0,nl NED,CB,19-204,78,46,56,82.1,680,247,22,27,81.5,24,25,96.0,0,3,0.0,0,0.0,0.0,0,3,0,0,1,True,-8654492388478884547
Benoît Badiashile,5.0,fr FRA,CB,24-185,12,8,9,88.9,156,28,3,3,100.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,1,True,-8654492388478884547
Trevoh Chalobah,23.0,eng ENG,CB,26-084,52,36,39,92.3,670,151,10,10,100.0,24,25,96.0,2,4,50.0,0,0.0,0.0,0,1,0,0,1,True,-8654492388478884547
Reece James,24.0,eng ENG,"RB,CB",25-293,90,52,65,80.0,864,183,23,25,92.0,25,31,80.6,3,6,50.0,0,0.4,0.3,1,3,0,0,2,True,-8654492388478884547
Robert Sánchez,1.0,es ESP,GK,27-313,90,37,61,60.7,858,629,8,9,88.9,20,20,100.0,9,32,28.1,0,0.1,0.0,2,0,0,0,0,True,-8654492388478884547
Georginio Rutter,10.0,fr FRA,"FW,RW",23-160,84,9,14,64.3,188,105,1,2,50.0,6,6,100.0,1,2,50.0,0,0.3,0.4,1,2,2,0,5,False,-8654492388478884547
Stefanos Tzimas,9.0,gr GRE,AM,19-264,6,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,1,0,0,0,0,False,-8654492388478884547
Kaoru Mitoma,22.0,jp JPN,LW,28-130,66,7,9,77.8,94,11,4,6,66.7,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,-8654492388478884547
Danny Welbeck,18.0,eng ENG,FW,34-305,24,1,2,50.0,11,10,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0,False,-8654492388478884547
Yankuba Minteh,11.0,gm GAM,"RW,LW",21-067,90,17,28,60.7,269,55,10,10,100.0,6,10,60.0,1,5,20.0,1,0.4,0.2,1,0,1,1,0,False,-8654492388478884547
Diego Gómez,25.0,py PAR,AM,22-184,84,15,17,88.2,246,46,9,10,90.0,4,5,80.0,2,2,100.0,0,0.0,0.0,0,2,0,0,2,False,-8654492388478884547
Maxim De Cuyper,29.0,be BEL,LB,24-279,6,6,7,85.7,146,39,2,2,100.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,False,-8654492388478884547
Yasin Ayari,26.0,se SWE,DM,21-356,90,28,34,82.4,436,133,14,16,87.5,12,13,92.3,1,3,33.3,0,0.1,0.2,1,3,1,1,2,False,-8654492388478884547
Carlos Baleba,17.0,cm CMR,DM,21-267,66,14,17,82.4,272,65,5,7,71.4,7,8,87.5,2,2,100.0,0,0.0,0.0,0,1,1,0,2,False,-8654492388478884547
Brajan Gruda,8.0,de GER,DM,21-119,24,9,10,90.0,130,56,5,6,83.3,4,4,100.0,0,0,,1,0.3,0.3,1,0,1,0,1,False,-8654492388478884547
Ferdi Kadioglu,24.0,tr TUR,"LB,RW",25-355,90,28,38,73.7,427,157,15,18,83.3,11,15,73.3,1,2,50.0,0,0.3,0.1,1,4,2,2,5,False,-8654492388478884547
Lewis Dunk,5.0,eng ENG,CB,33-310,90,54,58,93.1,945,312,24,26,92.3,29,30,96.7,1,2,50.0,0,0.0,0.0,0,6,0,0,5,False,-8654492388478884547
Jan Paul van Hecke,6.0,nl NED,CB,25-111,90,52,59,88.1,1173,433,13,15,86.7,30,33,90.9,9,10,90.0,0,0.0,0.0,0,12,0,0,10,False,-8654492388478884547
Joël Veltman,34.0,nl NED,RB,33-255,54,9,12,75.0,227,149,2,4,50.0,4,4,100.0,3,3,100.0,0,0.0,0.0,0,3,0,0,2,False,-8654492388478884547
Mats Wieffer,27.0,nl NED,RB,25-315,36,20,24,83.3,306,77,10,13,76.9,9,9,100.0,0,0,,1,0.6,0.4,1,2,1,0,2,False,-8654492388478884547
Bart Verbruggen,1.0,nl NED,GK,23-040,90,21,25,84.0,577,352,3,3,100.0,8,8,100.0,10,14,71.4,0,0.0,0.0,0,1,0,0,0,False,-8654492388478884547
Erling Haaland,9.0,no NOR,FW,25-068,90,8,12,66.7,80,23,4,5,80.0,2,3,66.7,0,0,,1,0.3,0.2,2,2,0,0,1,True,3441067729404709998
Jeremy Doku,11.0,be BEL,LM,23-123,90,39,48,81.3,545,191,24,28,85.7,12,13,92.3,2,2,100.0,1,0.3,0.3,3,3,8,2,9,True,3441067729404709998
Phil Foden,47.0,eng ENG,CM,25-122,90,56,74,75.7,775,182,40,44,90.9,11,14,78.6,4,11,36.4,0,0.1,0.2,3,4,1,0,5,True,3441067729404709998
Tijjani Reijnders,4.0,nl NED,CM,27-060,82,52,58,89.7,667,100,28,29,96.6,20,24,83.3,0,0,,0,0.0,0.1,0,5,1,0,6,True,3441067729404709998
Bernardo Silva,20.0,pt POR,CM,31-048,8,8,8,100.0,91,8,6,6,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,True,3441067729404709998
Sávio,26.0,br BRA,RM,21-170,61,21,24,87.5,313,49,14,17,82.4,6,6,100.0,1,1,100.0,0,0.0,0.1,0,0,1,0,1,True,3441067729404709998
Oscar Bobb,52.0,no NOR,RM,22-077,29,15,16,93.8,208,35,9,9,100.0,5,5,100.0,1,2,50.0,0,0.0,0.1,0,0,1,1,0,True,3441067729404709998
Nicolás González,14.0,es ESP,DM,23-267,90,77,85,90.6,1077,257,43,44,97.7,27,30,90.0,2,3,66.7,0,0.3,0.2,2,8,0,0,5,True,3441067729404709998
Nico O’Reilly,33.0,eng ENG,LB,20-190,82,50,63,79.4,579,116,33,34,97.1,12,14,85.7,0,4,0.0,0,0.1,0.2,2,1,3,1,4,True,3441067729404709998
Rico Lewis,82.0,eng ENG,LB,20-310,8,3,5,60.0,54,17,1,3,33.3,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,2,True,3441067729404709998
Joško Gvardiol,24.0,hr CRO,CB,23-247,69,71,77,92.2,1275,339,23,23,100.0,45,49,91.8,3,3,100.0,0,0.1,0.2,1,15,2,1,12,True,3441067729404709998
Nathan Aké,6.0,nl NED,CB,30-221,21,14,16,87.5,236,60,7,7,100.0,6,8,75.0,1,1,100.0,0,0.1,0.0,1,2,0,0,2,True,3441067729404709998
Rúben Dias,3.0,pt POR,CB,28-136,90,83,86,96.5,1431,442,29,31,93.5,51,51,100.0,2,3,66.7,0,0.0,0.0,0,4,0,0,3,True,3441067729404709998
Matheus Nunes,27.0,pt POR,RB,27-031,90,84,95,88.4,1273,258,49,54,90.7,30,31,96.8,3,6,50.0,0,0.0,0.0,0,7,0,0,5,True,3441067729404709998
Gianluigi Donnarumma,25.0,it ITA,GK,26-214,90,17,19,89.5,379,252,3,3,100.0,10,10,100.0,4,6,66.7,0,0.0,0.0,0,0,0,0,0,True,3441067729404709998
Lyle Foster,9.0,za RSA,FW,25-024,79,9,12,75.0,157,17,6,8,75.0,1,1,100.0,1,1,100.0,0,0.0,0.0,1,2,0,0,0,False,3441067729404709998
Armando Broja,27.0,al ALB,FW,24-017,11,3,3,100.0,42,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,3441067729404709998
Jaidon Anthony,11.0,eng ENG,LM,25-300,87,22,30,73.3,396,129,11,11,100.0,10,13,76.9,1,4,25.0,0,0.1,0.1,3,2,1,1,2,False,3441067729404709998
Hannibal Mejbri,28.0,tn TUN,LM,22-249,3,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,3441067729404709998
Florentino Luís,16.0,pt POR,CM,26-039,90,25,28,89.3,489,214,9,11,81.8,11,11,100.0,4,5,80.0,0,0.0,0.0,0,2,0,0,6,False,3441067729404709998
Josh Cullen,24.0,ie IRL,CM,29-173,78,32,34,94.1,599,123,16,16,100.0,12,13,92.3,4,5,80.0,0,0.0,0.0,1,6,0,0,4,False,3441067729404709998
Lesley Ugochukwu,8.0,fr FRA,CM,21-185,12,2,2,100.0,19,13,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,3441067729404709998
Loum Tchaouna,17.0,fr FRA,RM,22-019,61,7,10,70.0,83,14,5,5,100.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,False,3441067729404709998
Jacob Bruun Larsen,7.0,dk DEN,RM,27-008,29,5,5,100.0,56,0,5,5,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,3441067729404709998
Quilindschy Hartman,3.0,nl NED,LB,23-317,87,22,30,73.3,395,95,9,12,75.0,11,14,78.6,2,3,66.7,1,0.1,0.1,1,1,1,0,2,False,3441067729404709998
Bashir Humphreys,12.0,eng ENG,LB,22-196,3,2,2,100.0,22,3,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,3441067729404709998
Maxime Estève,5.0,fr FRA,CB,23-124,90,27,28,96.4,543,178,10,10,100.0,13,14,92.9,4,4,100.0,0,0.0,0.0,0,4,0,0,1,False,3441067729404709998
Hjalmar Ekdal,18.0,se SWE,CB,26-341,90,21,26,80.8,396,143,13,13,100.0,4,6,66.7,4,6,66.7,0,0.1,0.1,1,2,0,0,0,False,3441067729404709998
Josh Laurent,29.0,eng ENG,CB,30-144,90,21,25,84.0,318,115,12,12,100.0,8,9,88.9,1,4,25.0,0,0.0,0.0,0,2,0,0,0,False,3441067729404709998
Kyle Walker,2.0,eng ENG,RB,35-122,90,30,49,61.2,513,134,17,22,77.3,10,15,66.7,3,10,30.0,0,0.0,0.0,0,1,0,0,1,False,3441067729404709998
Martin Dúbravka,1.0,sk SVK,GK,36-255,90,26,35,74.3,927,722,6,6,100.0,6,6,100.0,14,23,60.9,0,0.0,0.0,0,3,0,0,0,False,3441067729404709998
Chris Wood,11.0,nz NZL,FW,33-294,89,10,14,71.4,174,22,5,6,83.3,5,7,71.4,0,0,,0,0.0,0.0,0,1,0,0,1,True,7313028833220020387
Arnaud Kalimuendo,15.0,fr FRA,FW,23-250,1,1,2,50.0,20,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,7313028833220020387
Dan Ndoye,14.0,ch SUI,LW,24-337,59,20,28,71.4,308,43,9,12,75.0,11,14,78.6,0,1,0.0,0,0.0,0.0,0,1,1,0,2,True,7313028833220020387
Igor Jesus,19.0,br BRA,AM,24-214,31,9,11,81.8,123,0,5,7,71.4,4,4,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,7313028833220020387
Dilane Bakwa,29.0,fr FRA,RW,23-032,71,32,43,74.4,461,128,21,22,95.5,7,8,87.5,3,9,33.3,0,0.3,0.2,3,2,1,1,7,True,7313028833220020387
Omari Hutchinson,21.0,eng ENG,RW,21-332,19,10,16,62.5,194,85,3,4,75.0,4,6,66.7,2,4,50.0,0,0.6,0.3,4,1,4,3,2,True,7313028833220020387
James Mcatee,24.0,eng ENG,AM,22-344,59,25,28,89.3,341,84,14,14,100.0,11,13,84.6,0,1,0.0,0,0.0,0.0,0,4,1,0,4,True,7313028833220020387
Callum Hudson-Odoi,7.0,eng ENG,LW,24-324,31,15,25,60.0,233,47,8,8,100.0,7,10,70.0,0,5,0.0,0,0.1,0.0,2,0,1,0,2,True,7313028833220020387
Elliot Anderson,8.0,eng ENG,DM,22-325,90,70,81,86.4,1195,295,32,35,91.4,31,35,88.6,7,9,77.8,0,0.0,0.0,1,11,0,0,14,True,7313028833220020387
Nicolás Domínguez,16.0,ar ARG,DM,27-091,45,37,38,97.4,715,231,13,13,100.0,18,19,94.7,6,6,100.0,0,0.0,0.0,0,12,0,0,5,True,7313028833220020387
Morgan Gibbs-White,10.0,eng ENG,DM,25-243,45,38,42,90.5,648,154,18,19,94.7,18,19,94.7,2,4,50.0,0,0.0,0.1,1,7,0,0,5,True,7313028833220020387
Oleksandr Zinchenko,35.0,ua UKR,LB,28-286,90,67,72,93.1,1218,298,23,23,100.0,41,43,95.3,3,5,60.0,0,0.0,0.1,1,9,2,0,10,True,7313028833220020387
Morato,4.0,br BRA,CB,24-089,90,69,74,93.2,1339,551,27,29,93.1,29,31,93.5,12,13,92.3,0,0.0,0.0,0,5,0,0,8,True,7313028833220020387
Nikola Milenković,31.0,rs SRB,CB,27-350,90,76,79,96.2,1491,533,19,19,100.0,47,48,97.9,8,10,80.0,0,0.0,0.0,0,8,1,0,10,True,7313028833220020387
Neco Williams,3.0,wls WAL,RB,24-167,90,55,64,85.9,904,283,23,25,92.0,31,34,91.2,1,3,33.3,0,0.1,0.2,4,6,3,3,7,True,7313028833220020387
Matz Sels,26.0,be BEL,GK,33-213,90,21,29,72.4,461,233,3,3,100.0,14,14,100.0,3,11,27.3,0,0.0,0.0,0,1,0,0,0,True,7313028833220020387
Wilson Isidor,18.0,fr FRA,FW,25-031,84,7,9,77.8,65,0,6,6,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,7313028833220020387
Brian Brobbey,9.0,nl NED,FW,23-238,6,2,3,66.7,32,10,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,2,False,7313028833220020387
Enzo Le Fée,28.0,fr FRA,"LW,AM",25-236,74,20,23,87.0,276,86,14,14,100.0,5,6,83.3,1,1,100.0,0,0.1,0.1,1,3,2,0,3,False,7313028833220020387
Daniel Ballard,5.0,nir NIR,CB,26-005,16,1,1,100.0,15,15,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,7313028833220020387
Chemsdine Talbi,7.0,ma MAR,"RW,LW,LM",20-141,84,14,22,63.6,235,21,8,11,72.7,5,8,62.5,1,2,50.0,0,0.0,0.0,0,0,1,0,1,False,7313028833220020387
Simon Adingra,24.0,ci CIV,LM,23-269,6,1,3,33.3,5,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,7313028833220020387
Chris Rigg,11.0,eng ENG,AM,18-101,58,9,13,69.2,151,26,4,7,57.1,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,False,7313028833220020387
Bertrand Traoré,25.0,bf BFA,"RM,RW",30-021,32,7,8,87.5,81,7,4,4,100.0,2,3,66.7,0,0,,0,0.6,0.0,1,0,0,0,0,False,7313028833220020387
Noah Sadiki,27.0,cd COD,"DM,CM",20-284,90,30,34,88.2,458,150,16,17,94.1,11,14,78.6,2,2,100.0,0,0.0,0.0,0,2,1,1,3,False,7313028833220020387
Granit Xhaka,34.0,ch SUI,"DM,CM",33-000,90,27,35,77.1,677,213,7,9,77.8,10,13,76.9,10,11,90.9,1,0.4,0.2,1,3,0,0,3,False,7313028833220020387
Arthur Masuaku,26.0,cd COD,LB,31-324,58,23,30,76.7,392,102,8,10,80.0,13,13,100.0,2,6,33.3,0,0.0,0.0,0,1,0,0,2,False,7313028833220020387
Lutsharel Geertruida,6.0,nl NED,RB,25-071,32,12,14,85.7,180,54,6,6,100.0,3,3,100.0,2,4,50.0,0,0.0,0.0,0,0,0,0,0,False,7313028833220020387
Omar Alderete,15.0,py PAR,CB,28-275,90,27,33,81.8,660,300,3,4,75.0,18,18,100.0,6,10,60.0,0,0.0,0.2,0,5,0,0,4,False,7313028833220020387
Nordi Mukiele,20.0,fr FRA,CB,27-330,90,35,46,76.1,591,257,18,21,85.7,12,15,80.0,3,7,42.9,0,0.0,0.0,0,3,0,0,1,False,7313028833220020387
Trai Hume,32.0,nir NIR,"RB,LB",23-193,90,28,38,73.7,473,142,14,15,93.3,10,14,71.4,3,8,37.5,0,0.0,0.0,0,4,0,0,4,False,7313028833220020387
Robin Roefs,22.0,nl NED,GK,22-253,90,30,43,69.8,935,590,2,2,100.0,12,12,100.0,16,29,55.2,0,0.2,0.0,2,1,1,0,0,False,7313028833220020387
Richarlison,9.0,br BRA,FW,28-140,90,5,9,55.6,72,12,3,3,100.0,2,4,50.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,True,201911511856616409
Xavi Simons,7.0,nl NED,"LW,AM",22-159,77,26,39,66.7,445,140,13,16,81.3,8,9,88.9,3,12,25.0,0,0.3,0.2,1,3,2,2,4,True,201911511856616409
Wilson Odobert,28.0,fr FRA,LW,20-303,13,7,9,77.8,90,45,5,5,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,2,0,0,1,True,201911511856616409
Mohammed Kudus,20.0,gh GHA,"RW,AM,LW",25-056,90,25,30,83.3,425,65,15,15,100.0,7,11,63.6,3,4,75.0,0,0.1,0.1,1,0,3,1,6,True,201911511856616409
Lucas Bergvall,15.0,se SWE,"AM,DM",19-237,77,19,28,67.9,324,92,7,9,77.8,10,12,83.3,1,5,20.0,0,0.0,0.1,0,3,2,1,2,True,201911511856616409
Pape Matar Sarr,29.0,sn SEN,DM,23-013,13,7,8,87.5,64,29,6,6,100.0,0,0,,0,1,0.0,1,0.1,0.0,1,1,0,0,0,True,201911511856616409
Rodrigo Bentancur,30.0,uy URU,DM,28-094,61,37,43,86.0,631,195,16,20,80.0,18,19,94.7,3,3,100.0,0,0.0,0.0,0,8,0,0,6,True,201911511856616409
Brennan Johnson,22.0,wls WAL,RW,24-127,29,3,8,37.5,45,0,2,3,66.7,1,2,50.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,True,201911511856616409
João Palhinha,6.0,pt POR,DM,30-080,90,22,32,68.8,411,108,11,16,68.8,9,10,90.0,2,4,50.0,0,0.0,0.0,1,2,0,0,2,True,201911511856616409
Destiny Udogie,13.0,it ITA,LB,22-303,83,39,53,73.6,686,216,13,17,76.5,25,28,89.3,1,3,33.3,0,0.0,0.0,0,4,0,0,5,True,201911511856616409
Mathys Tel,11.0,fr FRA,LB,20-153,7,3,3,100.0,50,20,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,1,1,0,True,201911511856616409
Micky van de Ven,37.0,nl NED,CB,24-161,90,45,48,93.8,943,282,13,13,100.0,28,30,93.3,4,5,80.0,0,0.0,0.1,1,2,0,0,4,True,201911511856616409
Cristian Romero,17.0,ar ARG,CB,27-153,90,42,53,79.2,851,352,15,19,78.9,21,25,84.0,5,8,62.5,0,0.0,0.0,0,5,1,0,6,True,201911511856616409
Djed Spence,24.0,eng ENG,RB,25-049,61,31,41,75.6,497,104,15,17,88.2,14,16,87.5,1,4,25.0,0,0.0,0.0,1,6,1,1,3,True,201911511856616409
Pedro Porro,23.0,es ESP,RB,26-014,29,25,31,80.6,459,265,13,14,92.9,8,10,80.0,4,6,66.7,0,0.0,0.0,1,2,1,1,1,True,201911511856616409
Guglielmo Vicario,1.0,it ITA,GK,28-355,90,22,26,84.6,543,381,6,6,100.0,10,10,100.0,6,10,60.0,0,0.0,0.0,0,2,0,0,0,True,201911511856616409
Jørgen Strand Larsen,9.0,no NOR,FW,25-233,83,12,14,85.7,146,31,8,10,80.0,3,3,100.0,0,0,,0,0.0,0.0,0,2,0,0,1,False,201911511856616409
Tolu Arokodare,14.0,ng NGA,FW,24-308,7,1,2,50.0,12,4,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,False,201911511856616409
Hwang Hee-chan,11.0,kr KOR,LW,29-244,45,10,12,83.3,198,63,2,3,66.7,7,8,87.5,1,1,100.0,0,0.0,0.0,0,1,0,0,4,False,201911511856616409
Jackson Tchatchoua,38.0,cm CMR,"RB,RM",24-013,45,16,25,64.0,251,100,7,10,70.0,9,12,75.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0,False,201911511856616409
Jhon Arias,10.0,co COL,"FW,RW",28-006,89,53,64,82.8,855,152,27,30,90.0,24,30,80.0,2,4,50.0,0,0.2,0.1,3,4,1,0,1,False,201911511856616409
Toti Gomes,24.0,pt POR,"CB,FW",26-254,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,False,201911511856616409
João Gomes,8.0,br BRA,"LM,CM",24-227,63,26,29,89.7,405,73,15,17,88.2,8,9,88.9,2,2,100.0,0,0.0,0.0,0,1,0,0,2,False,201911511856616409
Jean-Ricner Bellegarde,27.0,ht HAI,"CM,LM",27-092,27,8,13,61.5,144,42,3,5,60.0,4,4,100.0,1,4,25.0,0,0.0,0.0,0,0,1,0,3,False,201911511856616409
André,7.0,br BRA,CM,24-073,90,32,36,88.9,507,145,16,17,94.1,13,14,92.9,3,5,60.0,0,0.0,0.0,0,0,0,0,1,False,201911511856616409
Marshall Munetsi,5.0,zw ZIM,"CM,RM",29-097,90,14,20,70.0,162,29,11,13,84.6,1,2,50.0,1,2,50.0,0,0.0,0.1,0,2,0,0,2,False,201911511856616409
Hugo Bueno,3.0,es ESP,LB,23-009,90,44,53,83.0,797,248,19,21,90.5,21,23,91.3,4,8,50.0,0,0.0,0.0,0,3,0,0,4,False,201911511856616409
Ladislav Krejčí,37.0,cz CZE,CB,26-160,90,47,51,92.2,998,406,9,9,100.0,35,35,100.0,3,7,42.9,0,0.1,0.0,1,2,0,0,4,False,201911511856616409
Santiago Bueno,4.0,uy URU,"CB,RB",26-322,90,30,35,85.7,609,204,5,7,71.4,22,24,91.7,2,3,66.7,0,0.0,0.0,1,2,0,0,5,False,201911511856616409
Matt Doherty,2.0,ie IRL,RB,33-254,45,16,22,72.7,327,68,6,7,85.7,8,12,66.7,2,3,66.7,0,0.0,0.0,0,0,0,0,0,False,201911511856616409
Emmanuel Agbadou,12.0,ci CIV,CB,28-102,45,14,17,82.4,366,84,1,1,100.0,10,11,90.9,3,5,60.0,0,0.0,0.0,0,0,0,0,1,False,201911511856616409
Sam Johnstone,31.0,eng ENG,GK,32-186,90,26,45,57.8,830,601,4,4,100.0,13,13,100.0,9,28,32.1,0,0.0,0.0,0,2,0,0,0,False,201911511856616409
Ollie Watkins,11.0,eng ENG,FW,29-272,90,10,17,58.8,112,20,8,15,53.3,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,True,5387833262844164758
Morgan Rogers,27.0,eng ENG,LW,23-064,90,26,36,72.2,449,137,10,12,83.3,13,16,81.3,2,5,40.0,1,0.3,0.1,2,1,1,0,3,True,5387833262844164758
Evann Guessand,29.0,ci CIV,RW,24-089,81,9,17,52.9,76,23,8,11,72.7,1,4,25.0,0,0,,0,0.0,0.0,0,0,0,0,0,True,5387833262844164758
Donyell Malen,17.0,nl NED,RW,26-262,9,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,True,5387833262844164758
Harvey Elliott,9.0,eng ENG,AM,22-177,45,17,18,94.4,199,34,13,14,92.9,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,True,5387833262844164758
